store,category,domain,website,x_link,hunter_domain_search,linkedin_search,channel,note,quick_check_command,exact_pitch,best_email,public_emails,contact_pages_checked,linkedin_profiles_found,x_profiles_found,instagram_profiles_found,facebook_profiles_found,tiktok_profiles_found,youtube_profiles_found,enrichment_status,crawl_notes,email_confidence,email_source_url,public_profile_links,profile_status
Bobbie,"Home, kitchen & baby",hibobbie.com,https://hibobbie.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Bobbie%20founder%20ecommerce,manual_dm,Laura Modi — DM,bun packages/audit/src/cli.ts readiness hibobbie.com --max-pages 3 --skip-checkout,"Hey Laura Modi, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Bobbie, I’d look at high-AOV product details, variants, shipping/returns clarity, and checkout reachability. I’m running 20 founding audits at $99: readiness score, order classification, and dispute exposure. Ten minutes of setup. Want me to run hibobbie.com?",hello@hibobbie.com,hello@hibobbie.com,https://hibobbie.com/contact-us; https://hibobbie.com/pages/contact; https://hibobbie.com/pages/contact-us; https://hibobbie.com/pages/contact-us-1; https://hibobbie.com/support,https://linkedin.com/company/bobbie-baby,,https://instagram.com/bobbie,https://facebook.com/hibobbie,https://tiktok.com/@bobbiebabyco,https://youtu.be/Y-_mVthKMok,email+profile,,site_crawl,https://hibobbie.com/contact-us,https://linkedin.com/company/bobbie-baby; https://instagram.com/bobbie; https://facebook.com/hibobbie; https://tiktok.com/@bobbiebabyco; https://youtu.be/Y-_mVthKMok,direct_profile_found
Sundays for Dogs,Pets,sundaysfordogs.com,https://sundaysfordogs.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Sundays%20for%20Dogs%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness sundaysfordogs.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Sundays for Dogs, I’d start with pet-specific product fit, subscription/autoship choices, and checkout reachability on sundaysfordogs.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Sundays for Dogs?",woof@sundaysfordogs.com,woof@sundaysfordogs.com,https://sundaysfordogs.com/pages/contact; https://sundaysfordogs.com/pages/contact-us; https://sundaysfordogs.com/pages/contact-us-1; https://sundaysfordogs.com/pages/support; https://sundaysfordogs.com/pages/help,,,https://instagram.com/sundaysfordogs,,https://tiktok.com/@sundaysfordogs,https://youtube.com/@sundaysfordogs,email+profile,,site_crawl,https://sundaysfordogs.com/pages/contact,https://instagram.com/sundaysfordogs; https://tiktok.com/@sundaysfordogs; https://youtube.com/@sundaysfordogs,direct_profile_found
Maev,Pets,meetmaev.com,https://meetmaev.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Maev%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness meetmaev.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Maev, I’d start with pet-specific product fit, subscription/autoship choices, and checkout reachability on meetmaev.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Maev?",support@meetmaev.com,support@meetmaev.com,https://meetmaev.com/contact; https://meetmaev.com/contact-us; https://meetmaev.com/pages/contact; https://meetmaev.com/pages/contact-us; https://meetmaev.com/pages/contact-us-1,,,https://instagram.com/meetmaev,,https://tiktok.com/@meetmaev,,email+profile,,high,https://meetmaev.com/helpcenter/categories/subscriptions-orders,https://instagram.com/meetmaev; https://tiktok.com/@meetmaev,direct_profile_found
Jinx,Pets,thinkjinx.com,https://thinkjinx.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Jinx%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness thinkjinx.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Jinx, I’d start with pet-specific product fit, subscription/autoship choices, and checkout reachability on thinkjinx.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Jinx?",support@thinkjinx.com,support@thinkjinx.com,https://thinkjinx.com/contact-us; https://thinkjinx.com/pages/contact-us; https://thinkjinx.com/pages/contact-us-1; https://thinkjinx.com/support; https://thinkjinx.com/pages/support,,,https://instagram.com/p/C3ERW8oMv6t; https://instagram.com/p/Cz45zCspYgp; https://instagram.com/p/DUlh9g-DtjM; https://instagram.com/reel/C2xNFvSMVB8; https://instagram.com/thinkjinx,https://facebook.com/thinkjinx,https://tiktok.com/@jinx,https://youtube.com/channel/UCk2FluA4nrTpR9vZAnAc2BQ,email+profile,,site_crawl,https://thinkjinx.com/contact-us,https://instagram.com/p/C3ERW8oMv6t; https://instagram.com/p/Cz45zCspYgp; https://instagram.com/p/DUlh9g-DtjM; https://instagram.com/reel/C2xNFvSMVB8; https://instagram.com/thinkjinx; https://facebook.com/thinkjinx; https://tiktok.com/@jinx; https://youtube.com/channel/UCk2FluA4nrTpR9vZAnAc2BQ,direct_profile_found
Wild One,Pets,wildone.com,https://wildone.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Wild%20One%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness wildone.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Wild One, I’d start with pet-specific product fit, subscription/autoship choices, and checkout reachability on wildone.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Wild One?",partnerships@wildone.com,partnerships@wildone.com; sales@wildone.com; salesteam@verygreat.nyc; help@wildone.com; press@wildone.com,https://wildone.com/contact; https://wildone.com/contact-us; https://wildone.com/pages/contact-us; https://wildone.com/pages/contact-us-1; https://wildone.com/pages/contact-us-faq,,,http://instagram.com/wildone,http://facebook.com/wildonepets,,,email+profile,,site_crawl,https://wildone.com/contact,http://instagram.com/wildone; http://facebook.com/wildonepets,direct_profile_found
Finn,Pets,petfinn.com,https://petfinn.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Finn%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness petfinn.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Finn, I’d start with pet-specific product fit, subscription/autoship choices, and checkout reachability on petfinn.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Finn?",support@petfinn.com,support@petfinn.com; press@petfinn.com,https://petfinn.com/contact; https://petfinn.com/contact-us; https://petfinn.com/pages/contact; https://petfinn.com/pages/contact-us; https://petfinn.com/pages/contact-us-1,,,https://instagram.com/petfinn,https://facebook.com/petfinn,https://tiktok.com/@petfinn,,email+profile,,site_crawl,https://petfinn.com/contact,https://instagram.com/petfinn; https://facebook.com/petfinn; https://tiktok.com/@petfinn,direct_profile_found
Tuft + Paw,Pets,tuftandpaw.com,https://tuftandpaw.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Tuft%20%2B%20Paw%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness tuftandpaw.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Tuft + Paw, I’d start with pet-specific product fit, subscription/autoship choices, and checkout reachability on tuftandpaw.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Tuft + Paw?",purr@tuftandpaw.com,purr@tuftandpaw.com,https://tuftandpaw.com/contact; https://tuftandpaw.com/contact-us; https://tuftandpaw.com/pages/contact; https://tuftandpaw.com/pages/contact-us; https://tuftandpaw.com/pages/contact-us-1,,,https://instagram.com/tuftandpaw,https://facebook.com/tuftandpaw,https://tiktok.com/@tuftandpaw,https://youtube.com/@tuftandpaw,email+profile,,site_crawl,https://tuftandpaw.com/contact,https://instagram.com/tuftandpaw; https://facebook.com/tuftandpaw; https://tiktok.com/@tuftandpaw; https://youtube.com/@tuftandpaw,direct_profile_found
The James Brand,"EDC, bags & phone gear",thejamesbrand.com,https://thejamesbrand.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=The%20James%20Brand%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness thejamesbrand.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For The James Brand, I’d start with variant choices, product specs, and cart-to-checkout reachability on thejamesbrand.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking The James Brand?",customerservice@thejamesbrand.com,customerservice@thejamesbrand.com,https://thejamesbrand.com/contact-us; https://thejamesbrand.com/pages/contact; https://thejamesbrand.com/pages/contact-us; https://thejamesbrand.com/pages/contact-us-1; https://thejamesbrand.com/support,,,https://instagram.com/thejamesbrand,https://facebook.com/thejamesbrand,,https://youtu.be/j5jsxGZTTtc; https://youtube.com/@thejamesbrand,email+profile,,site_crawl,https://thejamesbrand.com/contact-us,https://instagram.com/thejamesbrand; https://facebook.com/thejamesbrand; https://youtu.be/j5jsxGZTTtc; https://youtube.com/@thejamesbrand,direct_profile_found
Craighill,"EDC, bags & phone gear",craighill.co,https://craighill.co,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Craighill%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness craighill.co --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Craighill, I’d start with variant choices, product specs, and cart-to-checkout reachability on craighill.co. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Craighill?",sales@craighill.co,sales@craighill.co; info@craighill.co; support@craighill.co,https://craighill.co/contact-us; https://craighill.co/pages/contact; https://craighill.co/pages/contact-us-1; https://craighill.co/support; https://craighill.co/pages/support,,,https://instagram.com/craighillcompany,,https://tiktok.com/@craighillco,https://youtube.com/@craighillcompany,email+profile,,site_crawl,https://craighill.co/contact-us,https://instagram.com/craighillcompany; https://tiktok.com/@craighillco; https://youtube.com/@craighillcompany,direct_profile_found
Tactile Turn,"EDC, bags & phone gear",tactileturn.com,https://tactileturn.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Tactile%20Turn%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness tactileturn.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Tactile Turn, I’d start with variant choices, product specs, and cart-to-checkout reachability on tactileturn.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Tactile Turn?",customerservice@tactileturn.com,customerservice@tactileturn.com,https://tactileturn.com/contact; https://tactileturn.com/contact-us; https://tactileturn.com/pages/contact; https://tactileturn.com/pages/contact-us; https://tactileturn.com/pages/contact-us-1,,,https://instagram.com/tactileturn,https://facebook.com/tactileturn,,,email+profile,,site_crawl,https://tactileturn.com/contact,https://instagram.com/tactileturn; https://facebook.com/tactileturn,direct_profile_found
Orbitkey,"EDC, bags & phone gear",orbitkey.com,https://orbitkey.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Orbitkey%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness orbitkey.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Orbitkey, I’d start with variant choices, product specs, and cart-to-checkout reachability on orbitkey.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Orbitkey?",sales@orbitkey.com,sales@orbitkey.com; hello@orbitkey.com; careers@orbitkey.com; press@orbitkey.com,https://orbitkey.com/contact; https://orbitkey.com/contact-us; https://orbitkey.com/pages/contact; https://orbitkey.com/pages/contact-us; https://orbitkey.com/pages/contact-us-1,https://au.linkedin.com/company/orbitkey,https://twitter.com/orbitkey,https://instagram.com/orbitkey,https://facebook.com/orbitkey,https://tiktok.com/@orbitkey,,email+profile,,site_crawl,https://orbitkey.com/contact,https://au.linkedin.com/company/orbitkey; https://twitter.com/orbitkey; https://instagram.com/orbitkey; https://facebook.com/orbitkey; https://tiktok.com/@orbitkey,direct_profile_found
Nomad,"EDC, bags & phone gear",nomadgoods.com,https://nomadgoods.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Nomad%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness nomadgoods.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Nomad, I’d start with variant choices, product specs, and cart-to-checkout reachability on nomadgoods.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Nomad?",support@nomadgoods.com,support@nomadgoods.com,https://nomadgoods.com/contact; https://nomadgoods.com/contact-us; https://nomadgoods.com/pages/contact; https://nomadgoods.com/pages/contact-us; https://nomadgoods.com/pages/contact-us-1,,https://twitter.com/nomadgoods,https://instagram.com/nomad,https://facebook.com/nomad,,,email+profile,,high,https://help.nomadgoods.com/en-US/how-can-i-become-a-nomad-ambassador-150283,https://twitter.com/nomadgoods; https://instagram.com/nomad; https://facebook.com/nomad,direct_profile_found
Moment,"EDC, bags & phone gear",shopmoment.com,https://shopmoment.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Moment%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness shopmoment.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Moment, I’d start with variant choices, product specs, and cart-to-checkout reachability on shopmoment.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Moment?",hello@shopmoment.com,hello@shopmoment.com; alec@shopmoment.com,https://shopmoment.com/contact; https://shopmoment.com/pages/contact; https://shopmoment.com/pages/contact-us; https://shopmoment.com/pages/contact-us-1; https://shopmoment.com/support,,https://twitter.com/moment; https://x.com/moment,https://instagram.com/moment,,https://tiktok.com/@moment,https://youtube.com/c/moment; https://youtube.com/channel/UCDqzuoZDmQ1u9oNZ_F3zi4A,email+profile,,site_crawl,https://shopmoment.com/contact,https://twitter.com/moment; https://x.com/moment; https://instagram.com/moment; https://tiktok.com/@moment; https://youtube.com/c/moment; https://youtube.com/channel/UCDqzuoZDmQ1u9oNZ_F3zi4A,direct_profile_found
Peak Design,"EDC, bags & phone gear",peakdesign.com,https://peakdesign.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Peak%20Design%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness peakdesign.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Peak Design, I’d start with variant choices, product specs, and cart-to-checkout reachability on peakdesign.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Peak Design?",info@peakdesign.com,info@peakdesign.com,https://peakdesign.com/pages/contact; https://peakdesign.com/pages/contact-us; https://peakdesign.com/pages/contact-us-1; https://peakdesign.com/pages/support; https://peakdesign.com/pages/help,,,,,,https://youtube.com/playlist,email+profile,,high,https://peakdesign.zendesk.com/hc/en-us/articles/360044348152-Peak-Design-Location-Information,https://youtube.com/playlist,direct_profile_found
Quad Lock,"EDC, bags & phone gear",quadlockcase.com,https://quadlockcase.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Quad%20Lock%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness quadlockcase.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Quad Lock, I’d start with variant choices, product specs, and cart-to-checkout reachability on quadlockcase.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Quad Lock?",b2b@quadlockcase.com,b2b@quadlockcase.com,https://quadlockcase.com/contact-us; https://quadlockcase.com/pages/contact-us-1; https://support.quadlockcase.com/hc/en-us/articles/360000299895-How-do-I-contact-Quad-Lock; https://quadlockcase.com/pages/help; https://quadlockcase.com/customer-service,,https://twitter.com/QuadLockCase,https://instagram.com/quadlock,https://facebook.com/quadlock,https://tiktok.com/@quadlock,http://youtube.com/user/AnnexProducts,email+profile,,site_crawl,https://quadlockcase.com/contact-us,https://twitter.com/QuadLockCase; https://instagram.com/quadlock; https://facebook.com/quadlock; https://tiktok.com/@quadlock; http://youtube.com/user/AnnexProducts,direct_profile_found
GORUCK,"EDC, bags & phone gear",goruck.com,https://goruck.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=GORUCK%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness goruck.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For GORUCK, I’d start with variant choices, product specs, and cart-to-checkout reachability on goruck.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking GORUCK?",team@goruck.com,team@goruck.com,https://goruck.com/pages/contact; https://goruck.com/pages/contact-us-1; https://goruck.com/support; https://goruck.com/pages/support; https://goruck.com/help,https://linkedin.com/company/goruck,https://x.com/GORUCK,https://instagram.com/goruck,https://facebook.com/GORUCK,,https://youtube.com/goruck; https://youtube.com/playlist,email+profile,,site_crawl,https://goruck.com/pages/contact,https://linkedin.com/company/goruck; https://x.com/GORUCK; https://instagram.com/goruck; https://facebook.com/GORUCK; https://youtube.com/goruck; https://youtube.com/playlist,direct_profile_found
Ugmonk,"EDC, bags & phone gear",ugmonk.com,https://ugmonk.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Ugmonk%20founder%20ecommerce,manual_dm,Jeff Sheldon — DM,bun packages/audit/src/cli.ts readiness ugmonk.com --max-pages 3 --skip-checkout,"Hey Jeff Sheldon, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Ugmonk, I’d look at variant choices, product specs, and cart-to-checkout reachability. I’m running 20 founding audits at $99: readiness score, order classification, and dispute exposure. Ten minutes of setup. Want me to run ugmonk.com?",info@ugmonk.com,info@ugmonk.com,https://ugmonk.com/contact-us; https://ugmonk.com/pages/contact; https://ugmonk.com/pages/contact-us; https://ugmonk.com/pages/contact-us-1; https://ugmonk.com/support,,http://twitter.com/ugmonk; https://twitter.com/ugmonk,http://instagram.com/ugmonk; https://instagram.com/ugmonk,https://facebook.com/ugmonk,,,email+profile,,site_crawl,https://ugmonk.com/contact-us,http://twitter.com/ugmonk; https://twitter.com/ugmonk; http://instagram.com/ugmonk; https://instagram.com/ugmonk; https://facebook.com/ugmonk,direct_profile_found
Ana Luisa,Jewelry & watches,analuisa.com,https://analuisa.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Ana%20Luisa%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness analuisa.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Ana Luisa, I’d start with high-AOV trust signals, variant choices, returns clarity, and checkout reachability on analuisa.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Ana Luisa?",contact@analuisa.com,contact@analuisa.com; love@analuisa.com,https://analuisa.com/contact; https://analuisa.com/contact-us; https://analuisa.com/pages/contact; https://analuisa.com/pages/contact-us; https://analuisa.com/pages/contact-us-1,,,https://instagram.com/analuisany,,https://tiktok.com/@analuisany,,email+profile,,site_crawl,https://analuisa.com/contact,https://instagram.com/analuisany; https://tiktok.com/@analuisany,direct_profile_found
Ring Concierge,Jewelry & watches,ringconcierge.com,https://ringconcierge.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Ring%20Concierge%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness ringconcierge.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Ring Concierge, I’d start with high-AOV trust signals, variant choices, returns clarity, and checkout reachability on ringconcierge.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Ring Concierge?",partnerships@ringconcierge.com,partnerships@ringconcierge.com; info@ringconcierge.com; bespoke@ringconcierge.com,https://ringconcierge.com/contact-us; https://ringconcierge.com/pages/contact; https://ringconcierge.com/pages/contact-us; https://ringconcierge.com/pages/contact-us-1; https://ringconcierge.com/support,,,https://instagram.com/ringconcierge,,https://tiktok.com/@ringconcierge,https://youtube.com/watch,email+profile,,high,https://ringconcierge.com/pages/contact-us,https://instagram.com/ringconcierge; https://tiktok.com/@ringconcierge; https://youtube.com/watch,direct_profile_found
Aurate,Jewelry & watches,auratenewyork.com,https://auratenewyork.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Aurate%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness auratenewyork.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Aurate, I’d start with high-AOV trust signals, variant choices, returns clarity, and checkout reachability on auratenewyork.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Aurate?",hello@auratenewyork.com,hello@auratenewyork.com,https://auratenewyork.com/contact; https://auratenewyork.com/contact-us; https://auratenewyork.com/pages/contact; https://auratenewyork.com/pages/contact-us; https://auratenewyork.com/pages/contact-us-1,,,,,,,email+profile,,site_crawl,https://auratenewyork.com/contact,https://www.linkedin.com/search/results/people/?keywords=Aurate%20founder%20ecommerce,linkedin_search_only
Catbird,Jewelry & watches,catbirdnyc.com,https://catbirdnyc.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Catbird%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness catbirdnyc.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Catbird, I’d start with high-AOV trust signals, variant choices, returns clarity, and checkout reachability on catbirdnyc.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Catbird?",customerservice@catbirdnyc.com,customerservice@catbirdnyc.com,,,https://twitter.com/catbirdnyc,https://instagram.com/catbirdnyc,https://facebook.com/catbirdnyc,https://tiktok.com/@catbird.nyc,,email+profile,,site_crawl,https://catbirdnyc.com,https://twitter.com/catbirdnyc; https://instagram.com/catbirdnyc; https://facebook.com/catbirdnyc; https://tiktok.com/@catbird.nyc,direct_profile_found
Local Eclectic,Jewelry & watches,localeclectic.com,https://localeclectic.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Local%20Eclectic%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness localeclectic.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Local Eclectic, I’d start with high-AOV trust signals, variant choices, returns clarity, and checkout reachability on localeclectic.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Local Eclectic?",hello@localeclectic.com,hello@localeclectic.com,https://localeclectic.com/contact; https://localeclectic.com/contact-us; https://localeclectic.com/pages/contact; https://localeclectic.com/pages/contact-us; https://localeclectic.com/pages/contact-us-1,,https://twitter.com/localeclectic,https://instagram.com/localeclectic,https://facebook.com/localeclecticusa,https://tiktok.com/@localeclectic,,email+profile,,medium,https://www.facebook.com/LocalEclecticUSA/,https://twitter.com/localeclectic; https://instagram.com/localeclectic; https://facebook.com/localeclecticusa; https://tiktok.com/@localeclectic,direct_profile_found
Gorjana,Jewelry & watches,gorjana.com,https://gorjana.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Gorjana%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness gorjana.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Gorjana, I’d start with high-AOV trust signals, variant choices, returns clarity, and checkout reachability on gorjana.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Gorjana?",customercare@gorjana.com,customercare@gorjana.com; u003ecustomercare@gorjana.com,https://gorjana.com/contact; https://gorjana.com/contact-us; https://gorjana.com/pages/contact; https://gorjana.com/pages/contact-us; https://gorjana.com/pages/contact-us-1,,https://twitter.com/gorjana_brand,http://instagram.com/gorjana,https://facebook.com/gorjanabrand,https://tiktok.com/@gorjana,https://youtube.com/@gorjanabrand,email+profile,,site_crawl,https://gorjana.com/contact,https://twitter.com/gorjana_brand; http://instagram.com/gorjana; https://facebook.com/gorjanabrand; https://tiktok.com/@gorjana; https://youtube.com/@gorjanabrand,direct_profile_found
Vaer,Jewelry & watches,vaerwatches.com,https://vaerwatches.com,,https://hunter.io/domain-search,https://www.linkedin.com/search/results/people/?keywords=Vaer%20founder%20ecommerce,email_after_enrichment,,bun packages/audit/src/cli.ts readiness vaerwatches.com --max-pages 3 --skip-checkout,"Hi {{first_name}}, I’m testing whether AI shopping agents can actually buy from Shopify stores, not just mention them. For Vaer, I’d start with high-AOV trust signals, variant choices, returns clarity, and checkout reachability on vaerwatches.com. If the quick public check finds something specific, use this first line: {{quick_finding}} The paid audit adds 90 days of order classification and dispute exposure. First 20 are $99. Worth checking Vaer?",team@vaerdesign.com,team@vaerdesign.com,https://vaerwatches.com/contact; https://vaerwatches.com/contact-us; https://vaerwatches.com/pages/contact; https://vaerwatches.com/pages/contact-us; https://vaerwatches.com/pages/contact-us-1,,,https://instagram.com/vaeradventure,,,https://youtube.com/watch,email+profile,,high,https://www.vaerwatches.com/pages/accessibility,https://instagram.com/vaeradventure; https://youtube.com/watch,direct_profile_found
